index,time,size,direction,overhead,status
273,5.46,1500,-1,0,chopped
274,5.48,1500,-1,1486,chopped_padded
275,5.5,1500,-1,0,chopped
276,5.52,1500,-1,1486,chopped_padded
277,5.54,1500,-1,197,padded
278,5.56,1500,-1,0,chopped
279,5.58,1500,-1,1486,chopped_padded
280,5.6,1500,-1,0,chopped
281,5.62,1500,-1,1486,chopped_padded
282,5.64,1500,-1,197,padded
283,5.66,1500,-1,0,chopped
284,5.68,1500,-1,1486,chopped_padded
285,5.7,1500,-1,0,chopped
286,5.72,1500,-1,1486,chopped_padded
287,5.74,1500,-1,197,padded
288,5.76,1500,-1,0,chopped
289,5.78,1500,-1,1486,chopped_padded
290,5.8,1500,1,1434,padded
291,5.82,1500,1,1434,padded
292,5.84,1500,1,1434,padded
293,5.86,1500,1,1434,padded
294,5.88,1500,1,1434,padded
295,5.9,1500,1,1434,padded
296,5.92,1500,1,1434,padded
297,5.94,1500,1,1434,padded
298,5.96,1500,1,1434,padded
299,5.98,1500,1,1434,padded
300,6.0,1500,-1,0,chopped
301,6.02,1500,-1,1486,chopped_padded
302,6.04,1500,-1,0,chopped
303,6.06,1500,-1,1486,chopped_padded
304,6.08,1500,-1,244,padded
305,6.1,1500,1,1434,padded
306,6.12,1500,1,1434,padded
307,6.14,1500,1,1434,padded
308,6.16,1500,-1,0,chopped
309,6.18,1500,-1,1486,chopped_padded
310,6.2,1500,-1,0,chopped
311,6.22,1500,-1,1486,chopped_padded
312,6.24,1500,-1,197,padded
313,6.26,1500,-1,0,chopped
314,6.28,1500,-1,1486,chopped_padded
315,6.3,1500,-1,0,chopped
316,6.32,1500,-1,1486,chopped_padded
317,6.34,1500,-1,197,padded
318,6.36,1500,-1,0,chopped
319,6.38,1500,-1,1486,chopped_padded
320,6.4,1500,-1,0,chopped
321,6.42,1500,-1,1486,chopped_padded
322,6.44,1500,-1,197,padded
323,6.46,1500,-1,113,padded
324,6.48,1500,1,1434,padded
325,6.5,1500,1,1434,padded
326,6.52,1500,1,1434,padded
327,6.54,1500,1,1434,padded
328,6.56,1500,1,1434,padded
329,6.58,1500,1,1434,padded
330,6.6,1500,1,1434,padded
331,6.62,1500,1,1434,padded
332,6.64,1500,1,1434,padded
333,6.66,1500,1,1434,padded
334,6.68,1500,-1,0,chopped
335,6.7,1500,-1,1486,chopped_padded
336,6.72,1500,-1,0,chopped
337,6.74,1500,-1,1486,chopped_padded
338,6.76,1500,-1,197,padded
339,6.78,1500,-1,0,chopped
340,6.8,1500,-1,1486,chopped_padded
341,6.82,1500,-1,0,chopped
342,6.84,1500,-1,1486,chopped_padded
343,6.86,1500,-1,197,padded
344,6.88,1500,-1,0,chopped
345,6.9,1500,-1,1486,chopped_padded
346,6.92,1500,-1,0,chopped
347,6.94,1500,-1,1486,chopped_padded
348,6.96,1500,-1,197,padded
349,6.98,1500,-1,0,chopped
350,7.0,1500,-1,1486,chopped_padded
351,7.02,1500,1,1434,padded
352,7.04,1500,1,1434,padded
353,7.06,1500,1,1434,padded
354,7.08,1500,1,1434,padded
355,7.1,1500,1,1434,padded
356,7.12,1500,1,1434,padded
357,7.14,1500,1,1434,padded
358,7.16,1500,1,1434,padded
359,7.18,1500,1,1434,padded
360,7.2,1500,1,1434,padded
361,7.22,1500,-1,0,chopped
362,7.24,1500,-1,1486,chopped_padded
363,7.26,1500,-1,0,chopped
364,7.28,1500,-1,1486,chopped_padded
365,7.3,1500,-1,244,padded
366,7.32,1500,1,1434,padded
367,7.34,1500,1,1434,padded
368,7.36,1500,1,1434,padded
369,7.38,1500,-1,0,chopped
370,7.4,1500,-1,1486,chopped_padded
371,7.42,1500,-1,0,chopped
372,7.44,1500,-1,1486,chopped_padded
373,7.46,1500,-1,197,padded
374,7.48,1500,-1,0,chopped
375,7.5,1500,-1,1486,chopped_padded
376,7.52,1500,-1,0,chopped
377,7.54,1500,-1,1486,chopped_padded
378,7.56,1500,-1,197,padded
379,7.58,1500,-1,0,chopped
380,7.6,1500,-1,1486,chopped_padded
381,7.62,1500,-1,0,chopped
382,7.64,1500,-1,1486,chopped_padded
383,7.66,1500,-1,197,padded
384,7.68,1500,-1,0,chopped
385,7.7,1500,-1,1486,chopped_padded
386,7.72,1500,1,1434,padded
387,7.74,1500,1,1434,padded
388,7.76,1500,1,1434,padded
389,7.78,1500,1,1434,padded
390,7.8,1500,1,1434,padded
391,7.82,1500,1,1434,padded
392,7.84,1500,1,1434,padded
393,7.86,1500,1,1434,padded
394,7.88,1500,1,1434,padded
395,7.9,1500,1,1434,padded
396,7.92,1500,-1,0,chopped
397,7.94,1500,-1,1486,chopped_padded
398,7.96,1500,-1,921,padded
399,7.98,1500,1,1434,padded
400,8.0,1500,1,1434,padded
401,8.02,1500,-1,0,chopped
402,8.04,1500,-1,1486,chopped_padded
403,8.06,1500,-1,0,chopped
404,8.08,1500,-1,1486,chopped_padded
405,8.1,1500,-1,197,padded
406,8.12,1500,-1,0,chopped
407,8.14,1500,-1,1486,chopped_padded
408,8.16,1500,-1,0,chopped
409,8.18,1500,-1,1486,chopped_padded
410,8.2,1500,-1,197,padded
411,8.22,1500,-1,0,chopped
412,8.24,1500,-1,1486,chopped_padded
413,8.26,1500,-1,0,chopped
414,8.28,1500,-1,1486,chopped_padded
415,8.3,1500,-1,197,padded
416,8.32,1500,-1,0,chopped
417,8.34,1500,-1,1486,chopped_padded
418,8.36,1500,1,1434,padded
419,8.38,1500,1,1434,padded
420,8.4,1500,1,1434,padded
421,8.42,1500,1,1434,padded
422,8.44,1500,1,1434,padded
423,8.46,1500,1,1434,padded
424,8.48,1500,1,1434,padded
425,8.5,1500,1,1434,padded
426,8.52,1500,1,1434,padded
427,8.54,1500,1,1434,padded
428,8.56,1500,-1,0,chopped
429,8.58,1500,-1,1486,chopped_padded
430,8.6,1500,-1,921,padded
431,8.62,1500,1,1434,padded
432,8.64,1500,1,1434,padded
433,8.66,1500,-1,0,chopped
434,8.68,1500,-1,1486,chopped_padded
435,8.7,1500,-1,0,chopped
436,8.72,1500,-1,1486,chopped_padded
437,8.74,1500,-1,197,padded
438,8.76,1500,-1,0,chopped
439,8.78,1500,-1,1486,chopped_padded
440,8.8,1500,-1,0,chopped
441,8.82,1500,-1,1486,chopped_padded
442,8.84,1500,-1,197,padded
443,8.86,1500,-1,0,chopped
444,8.88,1500,-1,1486,chopped_padded
445,8.9,1500,-1,0,chopped
446,8.92,1500,-1,1486,chopped_padded
447,8.94,1500,-1,197,padded
448,8.96,1500,-1,0,chopped
449,8.98,1500,-1,1486,chopped_padded
450,9.0,1500,1,1434,padded
451,9.02,1500,1,1434,padded
452,9.04,1500,1,1434,padded
453,9.06,1500,1,1434,padded
454,9.08,1500,1,1434,padded
455,9.1,1500,1,1434,padded
456,9.12,1500,1,1434,padded
457,9.14,1500,1,1434,padded
458,9.16,1500,1,1434,padded
459,9.18,1500,1,1434,padded
460,9.2,1500,-1,0,chopped
461,9.22,1500,-1,1486,chopped_padded
462,9.24,1500,-1,921,padded
463,9.26,1500,1,1434,padded
464,9.28,1500,1,1434,padded
465,9.3,1500,-1,0,chopped
466,9.32,1500,-1,1486,chopped_padded
467,9.34,1500,-1,0,chopped
468,9.36,1500,-1,1486,chopped_padded
469,9.38,1500,-1,197,padded
470,9.4,1500,-1,0,chopped
471,9.42,1500,-1,1486,chopped_padded
472,9.44,1500,-1,0,chopped
473,9.46,1500,-1,1486,chopped_padded
474,9.48,1500,-1,197,padded
475,9.5,1500,-1,0,chopped
476,9.52,1500,-1,1486,chopped_padded
477,9.54,1500,-1,0,chopped
478,9.56,1500,-1,1486,chopped_padded
479,9.58,1500,-1,197,padded
480,9.6,1500,-1,0,chopped
481,9.62,1500,-1,1486,chopped_padded
482,9.64,1500,1,1434,padded
483,9.66,1500,1,1434,padded
484,9.68,1500,1,1434,padded
485,9.7,1500,1,1434,padded
486,9.72,1500,1,1434,padded
487,9.74,1500,1,1434,padded
488,9.76,1500,1,1434,padded
489,9.78,1500,1,1434,padded
490,9.8,1500,1,1434,padded
491,9.82,1500,1,1434,padded
492,9.84,1500,-1,0,chopped
493,9.86,1500,-1,1486,chopped_padded
494,9.88,1500,-1,0,chopped
495,9.9,1500,-1,1486,chopped_padded
496,9.92,1500,-1,1288,padded
497,9.94,1500,1,1434,padded
498,9.96,1500,1,1434,padded
499,9.98,1500,1,1434,padded
500,10.0,1500,-1,0,chopped
501,10.02,1500,-1,1486,chopped_padded
502,10.04,1500,-1,0,chopped
503,10.06,1500,-1,1486,chopped_padded
504,10.08,1500,-1,197,padded
505,10.1,1500,-1,0,chopped
506,10.12,1500,-1,1486,chopped_padded
507,10.14,1500,-1,0,chopped
508,10.16,1500,-1,1486,chopped_padded
509,10.18,1500,-1,197,padded
510,10.2,1500,-1,0,chopped
511,10.22,1500,-1,1486,chopped_padded
512,10.24,1500,-1,0,chopped
513,10.26,1500,-1,1486,chopped_padded
514,10.28,1500,-1,197,padded
515,10.3,1500,-1,0,chopped
516,10.32,1500,-1,1486,chopped_padded
517,10.34,1500,-1,0,chopped
518,10.36,1500,-1,1486,chopped_padded
519,10.38,1500,-1,921,padded
520,10.4,1500,1,1434,padded
521,10.42,1500,1,1434,padded
522,10.44,1500,1,1434,padded
523,10.46,1500,1,1434,padded
524,10.48,1500,1,1434,padded
525,10.5,1500,1,1434,padded
526,10.52,1500,1,1434,padded
527,10.54,1500,1,1434,padded
528,10.56,1500,1,1434,padded
529,10.58,1500,1,1434,padded
530,10.6,1500,1,1434,padded
531,10.62,1500,-1,0,chopped
532,10.64,1500,-1,1486,chopped_padded
533,10.66,1500,-1,0,chopped
534,10.68,1500,-1,1486,chopped_padded
535,10.7,1500,-1,197,padded
536,10.72,1500,-1,0,chopped
537,10.74,1500,-1,1486,chopped_padded
538,10.76,1500,-1,0,chopped
539,10.78,1500,-1,1486,chopped_padded
540,10.8,1500,-1,197,padded
541,10.82,1500,-1,0,chopped
542,10.84,1500,-1,1486,chopped_padded
543,10.86,1500,-1,0,chopped
544,10.88,1500,-1,1486,chopped_padded
545,10.9,1500,-1,197,padded
546,10.92,1500,-1,0,chopped
547,10.94,1500,-1,1486,chopped_padded
548,10.96,1500,1,1434,padded
549,10.98,1500,1,1434,padded
550,11.0,1500,1,1434,padded
551,11.02,1500,1,1434,padded
552,11.04,1500,1,1434,padded
553,11.06,1500,1,1434,padded
554,11.08,1500,1,1434,padded
555,11.1,1500,1,1434,padded
556,11.12,1500,1,1434,padded
557,11.14,1500,1,1434,padded
558,11.16,1500,-1,0,chopped
559,11.18,1500,-1,1486,chopped_padded
560,11.2,1500,-1,921,padded
561,11.22,1500,1,1434,padded
562,11.24,1500,1,1434,padded
563,11.26,1500,-1,0,chopped
564,11.28,1500,-1,1486,chopped_padded
565,11.3,1500,-1,0,chopped
566,11.32,1500,-1,1486,chopped_padded
567,11.34,1500,-1,197,padded
568,11.36,1500,-1,0,chopped
569,11.38,1500,-1,1486,chopped_padded
570,11.4,1500,-1,0,chopped
571,11.42,1500,-1,1486,chopped_padded
572,11.44,1500,-1,197,padded
573,11.46,1500,-1,0,chopped
574,11.48,1500,-1,1486,chopped_padded
575,11.5,1500,-1,0,chopped
576,11.52,1500,-1,1486,chopped_padded
577,11.54,1500,-1,197,padded
578,11.56,1500,-1,0,chopped
579,11.58,1500,-1,1486,chopped_padded
580,11.6,1500,1,1434,padded
581,11.62,1500,1,1434,padded
582,11.64,1500,1,1434,padded
583,11.66,1500,1,1434,padded
584,11.68,1500,1,1434,padded
585,11.7,1500,1,1434,padded
586,11.72,1500,1,1434,padded
587,11.74,1500,1,1434,padded
588,11.76,1500,1,1434,padded
589,11.78,1500,1,1434,padded
590,11.8,1500,-1,0,chopped
591,11.82,1500,-1,1486,chopped_padded
592,11.84,1500,-1,921,padded
593,11.86,1500,1,1434,padded
594,11.88,1500,1,1434,padded
595,11.9,1500,-1,0,chopped
596,11.92,1500,-1,1486,chopped_padded
597,11.94,1500,-1,0,chopped
598,11.96,1500,-1,1486,chopped_padded
599,11.98,1500,-1,197,padded
600,12.0,1500,-1,0,chopped
601,12.02,1500,-1,1486,chopped_padded
602,12.04,1500,-1,0,chopped
603,12.06,1500,-1,1486,chopped_padded
604,12.08,1500,-1,197,padded
605,12.1,1500,-1,0,chopped
606,12.12,1500,-1,1486,chopped_padded
607,12.14,1500,-1,0,chopped
608,12.16,1500,-1,1486,chopped_padded
609,12.18,1500,-1,197,padded
610,12.2,1500,-1,0,chopped
611,12.22,1500,-1,1486,chopped_padded
612,12.24,1500,1,1434,padded
613,12.26,1500,1,1434,padded
614,12.28,1500,1,1434,padded
615,12.3,1500,1,1434,padded
616,12.32,1500,1,1434,padded
617,12.34,1500,1,1434,padded
618,12.36,1500,1,1434,padded
619,12.38,1500,1,1434,padded
620,12.4,1500,1,1434,padded
621,12.42,1500,1,1434,padded
622,12.44,1500,-1,0,chopped
623,12.46,1500,-1,1486,chopped_padded
624,12.48,1500,-1,921,padded
625,12.5,1500,1,1434,padded
626,12.52,1500,1,1434,padded
627,12.54,1500,-1,1400,padded
628,12.56,1500,1,1400,padded
629,12.58,1500,-1,1440,padded
630,12.6,1500,-1,0,chopped
631,12.62,1500,-1,1486,chopped_padded
632,12.64,1500,-1,0,chopped
633,12.66,1500,-1,1486,chopped_padded
634,12.68,1500,-1,197,padded
635,12.7,1500,-1,0,chopped
636,12.72,1500,-1,1486,chopped_padded
637,12.74,1500,-1,0,chopped
638,12.76,1500,-1,1486,chopped_padded
639,12.78,1500,-1,197,padded
640,12.8,1500,-1,0,chopped
641,12.82,1500,-1,1486,chopped_padded
642,12.84,1500,-1,0,chopped
643,12.86,1500,-1,1486,chopped_padded
644,12.88,1500,-1,197,padded
645,12.9,1500,-1,0,chopped
646,12.92,1500,-1,1486,chopped_padded
647,12.94,1500,1,1434,padded
648,12.96,1500,1,1434,padded
649,12.98,1500,1,1434,padded
650,13.0,1500,1,1434,padded
651,13.02,1500,1,1434,padded
652,13.04,1500,1,1434,padded
653,13.06,1500,1,1434,padded
654,13.08,1500,1,1434,padded
655,13.1,1500,1,1434,padded
656,13.12,1500,1,1434,padded
657,13.14,1500,-1,0,chopped
658,13.16,1500,-1,1486,chopped_padded
659,13.18,1500,-1,0,chopped
660,13.2,1500,-1,1486,chopped_padded
661,13.22,1500,-1,1288,padded
662,13.24,1500,1,1434,padded
663,13.26,1500,1,1434,padded
664,13.28,1500,1,1434,padded
665,13.3,1500,-1,0,chopped
666,13.32,1500,-1,1486,chopped_padded
667,13.34,1500,-1,0,chopped
668,13.36,1500,-1,1486,chopped_padded
669,13.38,1500,-1,197,padded
670,13.4,1500,-1,0,chopped
671,13.42,1500,-1,1486,chopped_padded
672,13.44,1500,-1,0,chopped
673,13.46,1500,-1,1486,chopped_padded
674,13.48,1500,-1,197,padded
675,13.5,1500,-1,0,chopped
676,13.52,1500,-1,1486,chopped_padded
677,13.54,1500,-1,0,chopped
678,13.56,1500,-1,1486,chopped_padded
679,13.58,1500,-1,197,padded
680,13.6,1500,-1,0,chopped
681,13.62,1500,-1,1486,chopped_padded
682,13.64,1500,1,1434,padded
683,13.66,1500,1,1434,padded
684,13.68,1500,1,1434,padded
685,13.7,1500,1,1434,padded
686,13.72,1500,1,1434,padded
687,13.74,1500,1,1434,padded
688,13.76,1500,1,1434,padded
689,13.78,1500,1,1434,padded
690,13.8,1500,1,1434,padded
691,13.82,1500,1,1434,padded
692,13.84,1500,-1,0,chopped
693,13.86,1500,-1,1486,chopped_padded
694,13.88,1500,-1,0,chopped
695,13.9,1500,-1,1486,chopped_padded
696,13.92,1500,-1,1288,padded
697,13.94,1500,1,1434,padded
698,13.96,1500,1,1434,padded
699,13.98,1500,1,1434,padded
700,14.0,1500,-1,0,chopped
701,14.02,1500,-1,1486,chopped_padded
702,14.04,1500,-1,0,chopped
703,14.06,1500,-1,1486,chopped_padded
704,14.08,1500,-1,197,padded
705,14.1,1500,-1,0,chopped
706,14.12,1500,-1,1486,chopped_padded
707,14.14,1500,-1,0,chopped
708,14.16,1500,-1,1486,chopped_padded
709,14.18,1500,-1,197,padded
710,14.2,1500,-1,0,chopped
711,14.22,1500,-1,1486,chopped_padded
712,14.24,1500,-1,0,chopped
713,14.26,1500,-1,1486,chopped_padded
714,14.28,1500,-1,197,padded
715,14.3,1500,-1,0,chopped
716,14.32,1500,-1,1486,chopped_padded
717,14.34,1500,1,1434,padded
718,14.36,1500,1,1434,padded
719,14.38,1500,1,1434,padded
720,14.4,1500,1,1434,padded
721,14.42,1500,1,1434,padded
722,14.44,1500,1,1434,padded
723,14.46,1500,1,1434,padded
724,14.48,1500,1,1434,padded
725,14.5,1500,1,1434,padded
726,14.52,1500,1,1434,padded
727,14.54,1500,-1,0,chopped
728,14.56,1500,-1,1486,chopped_padded
729,14.58,1500,-1,921,padded
730,14.6,1500,1,1434,padded
731,14.62,1500,1,1434,padded
732,14.64,1500,-1,826,padded
733,14.66,1500,-1,0,chopped
734,14.68,1500,-1,1486,chopped_padded
735,14.7,1500,-1,0,chopped
736,14.72,1500,-1,1486,chopped_padded
737,14.74,1500,-1,197,padded
738,14.76,1500,-1,0,chopped
739,14.78,1500,-1,1486,chopped_padded
740,14.8,1500,-1,0,chopped
741,14.82,1500,-1,1486,chopped_padded
742,14.84,1500,-1,197,padded
743,14.86,1500,-1,0,chopped
