index,time,size,direction,overhead,status
759,15.18,1500,1,1500,dummy
760,15.2,1500,1,1500,dummy
761,15.22,1500,-1,1500,dummy
762,15.24,1500,1,1500,dummy
763,15.26,1500,-1,1500,dummy
764,15.28,1500,-1,1500,dummy
765,15.3,1500,-1,1500,dummy
766,15.32,1500,1,1500,dummy
767,15.34,1500,1,1500,dummy
768,15.36,1500,-1,1500,dummy
769,15.38,1500,1,1500,dummy
770,15.4,1500,-1,1500,dummy
771,15.42,1500,1,1500,dummy
772,15.44,1500,-1,1500,dummy
773,15.46,1500,-1,1500,dummy
774,15.48,1500,-1,1500,dummy
775,15.5,1500,-1,1500,dummy
776,15.52,1500,1,1500,dummy
777,15.54,1500,-1,1500,dummy
778,15.56,1500,-1,1500,dummy
779,15.58,1500,-1,1500,dummy
780,15.6,1500,1,1500,dummy
781,15.62,1500,-1,1500,dummy
782,15.64,1500,1,1500,dummy
783,15.66,1500,-1,1500,dummy
784,15.68,1500,-1,1500,dummy
785,15.7,1500,1,1500,dummy
786,15.72,1500,-1,1500,dummy
787,15.74,1500,-1,1500,dummy
788,15.76,1500,-1,1500,dummy
789,15.78,1500,-1,1500,dummy
790,15.8,1500,-1,1500,dummy
791,15.82,1500,1,1500,dummy
792,15.84,1500,-1,1500,dummy
793,15.86,1500,-1,1500,dummy
794,15.88,1500,1,1500,dummy
795,15.9,1500,-1,1500,dummy
796,15.92,1500,1,1500,dummy
797,15.94,1500,-1,1500,dummy
798,15.96,1500,1,1500,dummy
799,15.98,1500,1,1500,dummy
800,16.0,1500,1,1500,dummy
801,16.02,1500,-1,1500,dummy
802,16.04,1500,1,1500,dummy
803,16.06,1500,-1,1500,dummy
804,16.08,1500,1,1500,dummy
805,16.1,1500,1,1500,dummy
806,16.12,1500,-1,1500,dummy
807,16.14,1500,-1,1500,dummy
808,16.16,1500,-1,1500,dummy
809,16.18,1500,-1,1500,dummy
810,16.2,1500,1,1500,dummy
811,16.22,1500,-1,1500,dummy
812,16.24,1500,1,1500,dummy
813,16.26,1500,-1,1500,dummy
814,16.28,1500,-1,1500,dummy
815,16.3,1500,1,1500,dummy
816,16.32,1500,-1,1500,dummy
817,16.34,1500,1,1500,dummy
818,16.36,1500,-1,1500,dummy
819,16.38,1500,-1,1500,dummy
820,16.4,1500,1,1500,dummy
821,16.42,1500,1,1500,dummy
822,16.44,1500,1,1500,dummy
823,16.46,1500,-1,1500,dummy
824,16.48,1500,1,1500,dummy
825,16.5,1500,1,1500,dummy
826,16.52,1500,-1,1500,dummy
827,16.54,1500,1,1500,dummy
828,16.56,1500,-1,1500,dummy
829,16.58,1500,1,1500,dummy
830,16.6,1500,-1,1500,dummy
831,16.62,1500,-1,1500,dummy
832,16.64,1500,-1,1500,dummy
833,16.66,1500,1,1500,dummy
834,16.68,1500,1,1500,dummy
835,16.7,1500,1,1500,dummy
836,16.72,1500,1,1500,dummy
837,16.74,1500,1,1500,dummy
838,16.76,1500,1,1500,dummy
839,16.78,1500,-1,1500,dummy
840,16.8,1500,-1,1500,dummy
841,16.82,1500,-1,1500,dummy
842,16.84,1500,1,1500,dummy
843,16.86,1500,-1,1500,dummy
844,16.88,1500,-1,1500,dummy
845,16.9,1500,-1,1500,dummy
846,16.92,1500,1,1500,dummy
847,16.94,1500,1,1500,dummy
848,16.96,1500,-1,1500,dummy
849,16.98,1500,1,1500,dummy
850,17.0,1500,-1,1500,dummy
851,17.02,1500,-1,1500,dummy
852,17.04,1500,1,1500,dummy
853,17.06,1500,1,1500,dummy
854,17.08,1500,1,1500,dummy
855,17.1,1500,1,1500,dummy
856,17.12,1500,-1,1500,dummy
857,17.14,1500,1,1500,dummy
858,17.16,1500,-1,1500,dummy
859,17.18,1500,-1,1500,dummy
860,17.2,1500,1,1500,dummy
861,17.22,1500,1,1500,dummy
862,17.24,1500,1,1500,dummy
863,17.26,1500,1,1500,dummy
864,17.28,1500,1,1500,dummy
865,17.3,1500,1,1500,dummy
866,17.32,1500,1,1500,dummy
867,17.34,1500,1,1500,dummy
868,17.36,1500,-1,1500,dummy
869,17.38,1500,1,1500,dummy
870,17.4,1500,-1,1500,dummy
871,17.42,1500,1,1500,dummy
872,17.44,1500,-1,1500,dummy
873,17.46,1500,-1,1500,dummy
874,17.48,1500,-1,1500,dummy
875,17.5,1500,1,1500,dummy
876,17.52,1500,1,1500,dummy
877,17.54,1500,-1,1500,dummy
878,17.56,1500,1,1500,dummy
879,17.58,1500,1,1500,dummy
880,17.6,1500,1,1500,dummy
881,17.62,1500,-1,1500,dummy
882,17.64,1500,-1,1500,dummy
883,17.66,1500,1,1500,dummy
884,17.68,1500,1,1500,dummy
885,17.7,1500,1,1500,dummy
886,17.72,1500,-1,1500,dummy
887,17.74,1500,-1,1500,dummy
888,17.76,1500,-1,1500,dummy
889,17.78,1500,-1,1500,dummy
890,17.8,1500,-1,1500,dummy
891,17.82,1500,1,1500,dummy
892,17.84,1500,1,1500,dummy
893,17.86,1500,-1,1500,dummy
894,17.88,1500,-1,1500,dummy
895,17.9,1500,1,1500,dummy
896,17.92,1500,1,1500,dummy
897,17.94,1500,-1,1500,dummy
898,17.96,1500,1,1500,dummy
899,17.98,1500,-1,1500,dummy
900,18.0,1500,1,1500,dummy
901,18.02,1500,1,1500,dummy
902,18.04,1500,-1,1500,dummy
903,18.06,1500,1,1500,dummy
904,18.08,1500,1,1500,dummy
905,18.1,1500,-1,1500,dummy
906,18.12,1500,-1,1500,dummy
907,18.14,1500,1,1500,dummy
908,18.16,1500,1,1500,dummy
909,18.18,1500,-1,1500,dummy
910,18.2,1500,1,1500,dummy
911,18.22,1500,1,1500,dummy
912,18.24,1500,1,1500,dummy
913,18.26,1500,-1,1500,dummy
914,18.28,1500,1,1500,dummy
915,18.3,1500,1,1500,dummy
916,18.32,1500,1,1500,dummy
917,18.34,1500,1,1500,dummy
918,18.36,1500,1,1500,dummy
919,18.38,1500,-1,1500,dummy
920,18.4,1500,-1,1500,dummy
921,18.42,1500,1,1500,dummy
922,18.44,1500,-1,1500,dummy
923,18.46,1500,-1,1500,dummy
924,18.48,1500,-1,1500,dummy
925,18.5,1500,1,1500,dummy
926,18.52,1500,-1,1500,dummy
927,18.54,1500,1,1500,dummy
928,18.56,1500,-1,1500,dummy
929,18.58,1500,1,1500,dummy
930,18.6,1500,-1,1500,dummy
931,18.62,1500,1,1500,dummy
932,18.64,1500,1,1500,dummy
933,18.66,1500,1,1500,dummy
934,18.68,1500,1,1500,dummy
935,18.7,1500,-1,1500,dummy
936,18.72,1500,1,1500,dummy
937,18.74,1500,1,1500,dummy
938,18.76,1500,1,1500,dummy
939,18.78,1500,1,1500,dummy
940,18.8,1500,1,1500,dummy
941,18.82,1500,-1,1500,dummy
942,18.84,1500,-1,1500,dummy
943,18.86,1500,1,1500,dummy
944,18.88,1500,1,1500,dummy
945,18.9,1500,-1,1500,dummy
946,18.92,1500,1,1500,dummy
947,18.94,1500,-1,1500,dummy
948,18.96,1500,-1,1500,dummy
949,18.98,1500,-1,1500,dummy
950,19.0,1500,1,1500,dummy
951,19.02,1500,-1,1500,dummy
952,19.04,1500,1,1500,dummy
953,19.06,1500,-1,1500,dummy
954,19.08,1500,-1,1500,dummy
955,19.1,1500,1,1500,dummy
956,19.12,1500,1,1500,dummy
957,19.14,1500,-1,1500,dummy
958,19.16,1500,-1,1500,dummy
959,19.18,1500,-1,1500,dummy
960,19.2,1500,1,1500,dummy
961,19.22,1500,1,1500,dummy
962,19.24,1500,1,1500,dummy
963,19.26,1500,1,1500,dummy
964,19.28,1500,1,1500,dummy
965,19.3,1500,1,1500,dummy
966,19.32,1500,-1,1500,dummy
967,19.34,1500,1,1500,dummy
968,19.36,1500,1,1500,dummy
969,19.38,1500,-1,1500,dummy
970,19.4,1500,1,1500,dummy
971,19.42,1500,-1,1500,dummy
972,19.44,1500,1,1500,dummy
973,19.46,1500,-1,1500,dummy
974,19.48,1500,1,1500,dummy
975,19.5,1500,1,1500,dummy
976,19.52,1500,-1,1500,dummy
977,19.54,1500,1,1500,dummy
978,19.56,1500,-1,1500,dummy
979,19.58,1500,1,1500,dummy
980,19.6,1500,1,1500,dummy
981,19.62,1500,-1,1500,dummy
982,19.64,1500,1,1500,dummy
983,19.66,1500,-1,1500,dummy
984,19.68,1500,1,1500,dummy
985,19.7,1500,1,1500,dummy
986,19.72,1500,-1,1500,dummy
987,19.74,1500,1,1500,dummy
988,19.76,1500,-1,1500,dummy
989,19.78,1500,-1,1500,dummy
990,19.8,1500,-1,1500,dummy
991,19.82,1500,1,1500,dummy
992,19.84,1500,1,1500,dummy
993,19.86,1500,1,1500,dummy
994,19.88,1500,-1,1500,dummy
995,19.9,1500,-1,1500,dummy
996,19.92,1500,-1,1500,dummy
997,19.94,1500,-1,1500,dummy
998,19.96,1500,1,1500,dummy
999,19.98,1500,1,1500,dummy
1000,20.0,1500,1,1500,dummy
1001,20.02,1500,1,1500,dummy
1002,20.04,1500,-1,1500,dummy
1003,20.06,1500,-1,1500,dummy
1004,20.08,1500,1,1500,dummy
1005,20.1,1500,-1,1500,dummy
1006,20.12,1500,1,1500,dummy
1007,20.14,1500,1,1500,dummy
1008,20.16,1500,-1,1500,dummy
1009,20.18,1500,1,1500,dummy
1010,20.2,1500,1,1500,dummy
1011,20.22,1500,1,1500,dummy
1012,20.24,1500,1,1500,dummy
1013,20.26,1500,-1,1500,dummy
1014,20.28,1500,-1,1500,dummy
1015,20.3,1500,1,1500,dummy
1016,20.32,1500,1,1500,dummy
1017,20.34,1500,-1,1500,dummy
1018,20.36,1500,1,1500,dummy
1019,20.38,1500,1,1500,dummy
1020,20.4,1500,-1,1500,dummy
1021,20.42,1500,-1,1500,dummy
1022,20.44,1500,1,1500,dummy
1023,20.46,1500,-1,1500,dummy
1024,20.48,1500,-1,1500,dummy
1025,20.5,1500,1,1500,dummy
1026,20.52,1500,1,1500,dummy
1027,20.54,1500,1,1500,dummy
1028,20.56,1500,1,1500,dummy
1029,20.58,1500,1,1500,dummy
1030,20.6,1500,-1,1500,dummy
1031,20.62,1500,-1,1500,dummy
1032,20.64,1500,1,1500,dummy
1033,20.66,1500,1,1500,dummy
1034,20.68,1500,-1,1500,dummy
1035,20.7,1500,-1,1500,dummy
1036,20.72,1500,-1,1500,dummy
1037,20.74,1500,1,1500,dummy
1038,20.76,1500,1,1500,dummy
1039,20.78,1500,1,1500,dummy
1040,20.8,1500,-1,1500,dummy
1041,20.82,1500,-1,1500,dummy
1042,20.84,1500,1,1500,dummy
1043,20.86,1500,-1,1500,dummy
1044,20.88,1500,1,1500,dummy
1045,20.9,1500,-1,1500,dummy
1046,20.92,1500,-1,1500,dummy
1047,20.94,1500,1,1500,dummy
1048,20.96,1500,-1,1500,dummy
1049,20.98,1500,-1,1500,dummy
1050,21.0,1500,-1,1500,dummy
1051,21.02,1500,1,1500,dummy
1052,21.04,1500,1,1500,dummy
1053,21.06,1500,-1,1500,dummy
1054,21.08,1500,-1,1500,dummy
1055,21.1,1500,1,1500,dummy
1056,21.12,1500,1,1500,dummy
1057,21.14,1500,-1,1500,dummy
1058,21.16,1500,-1,1500,dummy
1059,21.18,1500,-1,1500,dummy
1060,21.2,1500,-1,1500,dummy
1061,21.22,1500,-1,1500,dummy
1062,21.24,1500,1,1500,dummy
1063,21.26,1500,1,1500,dummy
1064,21.28,1500,1,1500,dummy
1065,21.3,1500,-1,1500,dummy
1066,21.32,1500,-1,1500,dummy
1067,21.34,1500,-1,1500,dummy
1068,21.36,1500,1,1500,dummy
1069,21.38,1500,-1,1500,dummy
1070,21.4,1500,1,1500,dummy
1071,21.42,1500,1,1500,dummy
1072,21.44,1500,-1,1500,dummy
1073,21.46,1500,-1,1500,dummy
1074,21.48,1500,-1,1500,dummy
1075,21.5,1500,1,1500,dummy
1076,21.52,1500,1,1500,dummy
1077,21.54,1500,1,1500,dummy
1078,21.56,1500,-1,1500,dummy
1079,21.58,1500,1,1500,dummy
1080,21.6,1500,-1,1500,dummy
1081,21.62,1500,1,1500,dummy
1082,21.64,1500,1,1500,dummy
1083,21.66,1500,1,1500,dummy
1084,21.68,1500,1,1500,dummy
1085,21.7,1500,1,1500,dummy
1086,21.72,1500,1,1500,dummy
1087,21.74,1500,1,1500,dummy
1088,21.76,1500,1,1500,dummy
1089,21.78,1500,1,1500,dummy
1090,21.8,1500,-1,1500,dummy
1091,21.82,1500,1,1500,dummy
1092,21.84,1500,-1,1500,dummy
1093,21.86,1500,-1,1500,dummy
1094,21.88,1500,1,1500,dummy
1095,21.9,1500,-1,1500,dummy
1096,21.92,1500,-1,1500,dummy
1097,21.94,1500,1,1500,dummy
1098,21.96,1500,-1,1500,dummy
1099,21.98,1500,1,1500,dummy
1100,22.0,1500,1,1500,dummy
1101,22.02,1500,1,1500,dummy
1102,22.04,1500,1,1500,dummy
1103,22.06,1500,-1,1500,dummy
1104,22.08,1500,1,1500,dummy
1105,22.1,1500,-1,1500,dummy
1106,22.12,1500,1,1500,dummy
1107,22.14,1500,-1,1500,dummy
1108,22.16,1500,-1,1500,dummy
1109,22.18,1500,-1,1500,dummy
1110,22.2,1500,1,1500,dummy
1111,22.22,1500,-1,1500,dummy
1112,22.24,1500,1,1500,dummy
1113,22.26,1500,-1,1500,dummy
1114,22.28,1500,1,1500,dummy
1115,22.3,1500,-1,1500,dummy
1116,22.32,1500,1,1500,dummy
1117,22.34,1500,1,1500,dummy
1118,22.36,1500,-1,1500,dummy
1119,22.38,1500,-1,1500,dummy
1120,22.4,1500,-1,1500,dummy
1121,22.42,1500,1,1500,dummy
1122,22.44,1500,1,1500,dummy
1123,22.46,1500,-1,1500,dummy
1124,22.48,1500,-1,1500,dummy
1125,22.5,1500,-1,1500,dummy
1126,22.52,1500,-1,1500,dummy
1127,22.54,1500,-1,1500,dummy
1128,22.56,1500,1,1500,dummy
1129,22.58,1500,-1,1500,dummy
1130,22.6,1500,1,1500,dummy
1131,22.62,1500,-1,1500,dummy
1132,22.64,1500,1,1500,dummy
1133,22.66,1500,-1,1500,dummy
1134,22.68,1500,-1,1500,dummy
1135,22.7,1500,-1,1500,dummy
1136,22.72,1500,-1,1500,dummy
1137,22.74,1500,1,1500,dummy
1138,22.76,1500,1,1500,dummy
1139,22.78,1500,1,1500,dummy
1140,22.8,1500,1,1500,dummy
1141,22.82,1500,1,1500,dummy
1142,22.84,1500,1,1500,dummy
1143,22.86,1500,1,1500,dummy
1144,22.88,1500,1,1500,dummy
1145,22.9,1500,-1,1500,dummy
1146,22.92,1500,1,1500,dummy
1147,22.94,1500,-1,1500,dummy
1148,22.96,1500,-1,1500,dummy
1149,22.98,1500,1,1500,dummy
1150,23.0,1500,1,1500,dummy
1151,23.02,1500,1,1500,dummy
1152,23.04,1500,-1,1500,dummy
1153,23.06,1500,-1,1500,dummy
1154,23.08,1500,-1,1500,dummy
1155,23.1,1500,1,1500,dummy
1156,23.12,1500,1,1500,dummy
1157,23.14,1500,-1,1500,dummy
1158,23.16,1500,-1,1500,dummy
1159,23.18,1500,1,1500,dummy
1160,23.2,1500,-1,1500,dummy
1161,23.22,1500,-1,1500,dummy
1162,23.24,1500,1,1500,dummy
1163,23.26,1500,1,1500,dummy
1164,23.28,1500,-1,1500,dummy
1165,23.3,1500,-1,1500,dummy
1166,23.32,1500,1,1500,dummy
1167,23.34,1500,1,1500,dummy
1168,23.36,1500,1,1500,dummy
1169,23.38,1500,-1,1500,dummy
1170,23.4,1500,-1,1500,dummy
1171,23.42,1500,1,1500,dummy
1172,23.44,1500,-1,1500,dummy
1173,23.46,1500,1,1500,dummy
1174,23.48,1500,-1,1500,dummy
1175,23.5,1500,-1,1500,dummy
1176,23.52,1500,-1,1500,dummy
1177,23.54,1500,-1,1500,dummy
1178,23.56,1500,-1,1500,dummy
1179,23.58,1500,-1,1500,dummy
1180,23.6,1500,-1,1500,dummy
1181,23.62,1500,-1,1500,dummy
1182,23.64,1500,1,1500,dummy
1183,23.66,1500,-1,1500,dummy
1184,23.68,1500,1,1500,dummy
1185,23.7,1500,1,1500,dummy
1186,23.72,1500,-1,1500,dummy
1187,23.74,1500,-1,1500,dummy
1188,23.76,1500,1,1500,dummy
1189,23.78,1500,-1,1500,dummy
1190,23.8,1500,1,1500,dummy
1191,23.82,1500,-1,1500,dummy
1192,23.84,1500,1,1500,dummy
1193,23.86,1500,1,1500,dummy
1194,23.88,1500,-1,1500,dummy
1195,23.9,1500,-1,1500,dummy
1196,23.92,1500,1,1500,dummy
1197,23.94,1500,1,1500,dummy
1198,23.96,1500,-1,1500,dummy
1199,23.98,1500,1,1500,dummy
1200,24.0,1500,1,1500,dummy
1201,24.02,1500,-1,1500,dummy
1202,24.04,1500,-1,1500,dummy
1203,24.06,1500,-1,1500,dummy
1204,24.08,1500,-1,1500,dummy
1205,24.1,1500,1,1500,dummy
1206,24.12,1500,1,1500,dummy
1207,24.14,1500,1,1500,dummy
1208,24.16,1500,-1,1500,dummy
1209,24.18,1500,-1,1500,dummy
1210,24.2,1500,1,1500,dummy
1211,24.22,1500,-1,1500,dummy
1212,24.24,1500,-1,1500,dummy
1213,24.26,1500,1,1500,dummy
1214,24.28,1500,-1,1500,dummy
1215,24.3,1500,1,1500,dummy
1216,24.32,1500,-1,1500,dummy
1217,24.34,1500,1,1500,dummy
1218,24.36,1500,-1,1500,dummy
1219,24.38,1500,1,1500,dummy
1220,24.4,1500,1,1500,dummy
1221,24.42,1500,1,1500,dummy
1222,24.44,1500,1,1500,dummy
1223,24.46,1500,1,1500,dummy
1224,24.48,1500,1,1500,dummy
1225,24.5,1500,1,1500,dummy
1226,24.52,1500,-1,1500,dummy
1227,24.54,1500,1,1500,dummy
1228,24.56,1500,-1,1500,dummy
1229,24.58,1500,-1,1500,dummy
1230,24.6,1500,-1,1500,dummy
1231,24.62,1500,-1,1500,dummy
1232,24.64,1500,1,1500,dummy
1233,24.66,1500,-1,1500,dummy
1234,24.68,1500,-1,1500,dummy
1235,24.7,1500,-1,1500,dummy
1236,24.72,1500,1,1500,dummy
1237,24.74,1500,1,1500,dummy
1238,24.76,1500,1,1500,dummy
1239,24.78,1500,1,1500,dummy
1240,24.8,1500,-1,1500,dummy
1241,24.82,1500,-1,1500,dummy
1242,24.84,1500,-1,1500,dummy
1243,24.86,1500,-1,1500,dummy
1244,24.88,1500,-1,1500,dummy
1245,24.9,1500,-1,1500,dummy
1246,24.92,1500,1,1500,dummy
1247,24.94,1500,1,1500,dummy
1248,24.96,1500,-1,1500,dummy
1249,24.98,1500,1,1500,dummy
1250,25.0,1500,1,1500,dummy
1251,25.02,1500,1,1500,dummy
1252,25.04,1500,-1,1500,dummy
1253,25.06,1500,-1,1500,dummy
1254,25.08,1500,1,1500,dummy
1255,25.1,1500,1,1500,dummy
1256,25.12,1500,1,1500,dummy
1257,25.14,1500,-1,1500,dummy
1258,25.16,1500,-1,1500,dummy
1259,25.18,1500,1,1500,dummy
1260,25.2,1500,1,1500,dummy
1261,25.22,1500,1,1500,dummy
1262,25.24,1500,-1,1500,dummy
1263,25.26,1500,-1,1500,dummy
1264,25.28,1500,-1,1500,dummy
1265,25.3,1500,-1,1500,dummy
1266,25.32,1500,1,1500,dummy
1267,25.34,1500,-1,1500,dummy
1268,25.36,1500,1,1500,dummy
1269,25.38,1500,1,1500,dummy
1270,25.4,1500,-1,1500,dummy
1271,25.42,1500,1,1500,dummy
1272,25.44,1500,-1,1500,dummy
1273,25.46,1500,-1,1500,dummy
1274,25.48,1500,1,1500,dummy
1275,25.5,1500,-1,1500,dummy
1276,25.52,1500,1,1500,dummy
1277,25.54,1500,-1,1500,dummy
1278,25.56,1500,1,1500,dummy
1279,25.58,1500,1,1500,dummy
1280,25.6,1500,1,1500,dummy
1281,25.62,1500,1,1500,dummy
1282,25.64,1500,1,1500,dummy
1283,25.66,1500,-1,1500,dummy
1284,25.68,1500,1,1500,dummy
1285,25.7,1500,-1,1500,dummy
1286,25.72,1500,1,1500,dummy
1287,25.74,1500,-1,1500,dummy
1288,25.76,1500,-1,1500,dummy
1289,25.78,1500,-1,1500,dummy
1290,25.8,1500,-1,1500,dummy
1291,25.82,1500,-1,1500,dummy
1292,25.84,1500,1,1500,dummy
1293,25.86,1500,1,1500,dummy
1294,25.88,1500,1,1500,dummy
1295,25.9,1500,-1,1500,dummy
1296,25.92,1500,1,1500,dummy
1297,25.94,1500,1,1500,dummy
1298,25.96,1500,-1,1500,dummy
1299,25.98,1500,-1,1500,dummy
1300,26.0,1500,-1,1500,dummy
1301,26.02,1500,-1,1500,dummy
1302,26.04,1500,-1,1500,dummy
1303,26.06,1500,-1,1500,dummy
1304,26.08,1500,-1,1500,dummy
1305,26.1,1500,-1,1500,dummy
1306,26.12,1500,1,1500,dummy
1307,26.14,1500,1,1500,dummy
1308,26.16,1500,1,1500,dummy
1309,26.18,1500,-1,1500,dummy
1310,26.2,1500,-1,1500,dummy
1311,26.22,1500,-1,1500,dummy
1312,26.24,1500,-1,1500,dummy
1313,26.26,1500,1,1500,dummy
1314,26.28,1500,1,1500,dummy
1315,26.3,1500,-1,1500,dummy
1316,26.32,1500,1,1500,dummy
1317,26.34,1500,1,1500,dummy
1318,26.36,1500,1,1500,dummy
1319,26.38,1500,-1,1500,dummy
1320,26.4,1500,-1,1500,dummy
1321,26.42,1500,1,1500,dummy
1322,26.44,1500,1,1500,dummy
1323,26.46,1500,1,1500,dummy
1324,26.48,1500,1,1500,dummy
1325,26.5,1500,-1,1500,dummy
1326,26.52,1500,1,1500,dummy
1327,26.54,1500,-1,1500,dummy
1328,26.56,1500,1,1500,dummy
1329,26.58,1500,-1,1500,dummy
1330,26.6,1500,-1,1500,dummy
1331,26.62,1500,1,1500,dummy
1332,26.64,1500,1,1500,dummy
1333,26.66,1500,1,1500,dummy
1334,26.68,1500,1,1500,dummy
1335,26.7,1500,1,1500,dummy
1336,26.72,1500,-1,1500,dummy
1337,26.74,1500,-1,1500,dummy
1338,26.76,1500,-1,1500,dummy
1339,26.78,1500,-1,1500,dummy
1340,26.8,1500,-1,1500,dummy
1341,26.82,1500,1,1500,dummy
1342,26.84,1500,-1,1500,dummy
1343,26.86,1500,1,1500,dummy
1344,26.88,1500,1,1500,dummy
1345,26.9,1500,-1,1500,dummy
1346,26.92,1500,1,1500,dummy
1347,26.94,1500,-1,1500,dummy
1348,26.96,1500,-1,1500,dummy
1349,26.98,1500,1,1500,dummy
1350,27.0,1500,1,1500,dummy
1351,27.02,1500,-1,1500,dummy
1352,27.04,1500,1,1500,dummy
1353,27.06,1500,1,1500,dummy
1354,27.08,1500,-1,1500,dummy
1355,27.1,1500,1,1500,dummy
1356,27.12,1500,-1,1500,dummy
1357,27.14,1500,1,1500,dummy
1358,27.16,1500,1,1500,dummy
1359,27.18,1500,1,1500,dummy
1360,27.2,1500,-1,1500,dummy
1361,27.22,1500,1,1500,dummy
1362,27.24,1500,1,1500,dummy
1363,27.26,1500,-1,1500,dummy
1364,27.28,1500,1,1500,dummy
1365,27.3,1500,1,1500,dummy
1366,27.32,1500,1,1500,dummy
1367,27.34,1500,-1,1500,dummy
1368,27.36,1500,-1,1500,dummy
1369,27.38,1500,-1,1500,dummy
1370,27.4,1500,-1,1500,dummy
1371,27.42,1500,1,1500,dummy
1372,27.44,1500,-1,1500,dummy
1373,27.46,1500,1,1500,dummy
1374,27.48,1500,-1,1500,dummy
1375,27.5,1500,-1,1500,dummy
1376,27.52,1500,1,1500,dummy
1377,27.54,1500,-1,1500,dummy
1378,27.56,1500,-1,1500,dummy
1379,27.58,1500,1,1500,dummy
1380,27.6,1500,1,1500,dummy
1381,27.62,1500,1,1500,dummy
1382,27.64,1500,1,1500,dummy
1383,27.66,1500,1,1500,dummy
1384,27.68,1500,1,1500,dummy
1385,27.7,1500,-1,1500,dummy
1386,27.72,1500,1,1500,dummy
1387,27.74,1500,-1,1500,dummy
1388,27.76,1500,-1,1500,dummy
1389,27.78,1500,-1,1500,dummy
1390,27.8,1500,1,1500,dummy
1391,27.82,1500,1,1500,dummy
1392,27.84,1500,1,1500,dummy
1393,27.86,1500,-1,1500,dummy
1394,27.88,1500,-1,1500,dummy
1395,27.9,1500,1,1500,dummy
1396,27.92,1500,1,1500,dummy
1397,27.94,1500,1,1500,dummy
1398,27.96,1500,1,1500,dummy
1399,27.98,1500,-1,1500,dummy
1400,28.0,1500,1,1500,dummy
1401,28.02,1500,-1,1500,dummy
1402,28.04,1500,1,1500,dummy
1403,28.06,1500,1,1500,dummy
1404,28.08,1500,-1,1500,dummy
1405,28.1,1500,1,1500,dummy
1406,28.12,1500,1,1500,dummy
1407,28.14,1500,-1,1500,dummy
1408,28.16,1500,-1,1500,dummy
1409,28.18,1500,1,1500,dummy
1410,28.2,1500,-1,1500,dummy
1411,28.22,1500,-1,1500,dummy
1412,28.24,1500,1,1500,dummy
1413,28.26,1500,-1,1500,dummy
1414,28.28,1500,-1,1500,dummy
1415,28.3,1500,-1,1500,dummy
1416,28.32,1500,1,1500,dummy
1417,28.34,1500,-1,1500,dummy
1418,28.36,1500,1,1500,dummy
1419,28.38,1500,-1,1500,dummy
1420,28.4,1500,-1,1500,dummy
1421,28.42,1500,1,1500,dummy
1422,28.44,1500,1,1500,dummy
1423,28.46,1500,-1,1500,dummy
1424,28.48,1500,-1,1500,dummy
1425,28.5,1500,-1,1500,dummy
1426,28.52,1500,-1,1500,dummy
1427,28.54,1500,-1,1500,dummy
1428,28.56,1500,1,1500,dummy
1429,28.58,1500,1,1500,dummy
1430,28.6,1500,1,1500,dummy
1431,28.62,1500,1,1500,dummy
1432,28.64,1500,-1,1500,dummy
1433,28.66,1500,1,1500,dummy
1434,28.68,1500,-1,1500,dummy
1435,28.7,1500,1,1500,dummy
1436,28.72,1500,1,1500,dummy
1437,28.74,1500,1,1500,dummy
1438,28.76,1500,1,1500,dummy
1439,28.78,1500,-1,1500,dummy
1440,28.8,1500,1,1500,dummy
1441,28.82,1500,1,1500,dummy
1442,28.84,1500,-1,1500,dummy
1443,28.86,1500,1,1500,dummy
1444,28.88,1500,1,1500,dummy
1445,28.9,1500,1,1500,dummy
1446,28.92,1500,-1,1500,dummy
1447,28.94,1500,1,1500,dummy
1448,28.96,1500,1,1500,dummy
1449,28.98,1500,1,1500,dummy
1450,29.0,1500,-1,1500,dummy
1451,29.02,1500,-1,1500,dummy
1452,29.04,1500,1,1500,dummy
1453,29.06,1500,1,1500,dummy
1454,29.08,1500,-1,1500,dummy
1455,29.1,1500,-1,1500,dummy
1456,29.12,1500,1,1500,dummy
1457,29.14,1500,1,1500,dummy
1458,29.16,1500,1,1500,dummy
1459,29.18,1500,-1,1500,dummy
1460,29.2,1500,1,1500,dummy
1461,29.22,1500,-1,1500,dummy
1462,29.24,1500,1,1500,dummy
1463,29.26,1500,1,1500,dummy
1464,29.28,1500,-1,1500,dummy
1465,29.3,1500,-1,1500,dummy
1466,29.32,1500,1,1500,dummy
1467,29.34,1500,-1,1500,dummy
1468,29.36,1500,-1,1500,dummy
1469,29.38,1500,-1,1500,dummy
1470,29.4,1500,1,1500,dummy
1471,29.42,1500,1,1500,dummy
1472,29.44,1500,1,1500,dummy
1473,29.46,1500,1,1500,dummy
1474,29.48,1500,1,1500,dummy
1475,29.5,1500,-1,1500,dummy
1476,29.52,1500,1,1500,dummy
1477,29.54,1500,1,1500,dummy
1478,29.56,1500,1,1500,dummy
1479,29.58,1500,1,1500,dummy
1480,29.6,1500,-1,1500,dummy
1481,29.62,1500,1,1500,dummy
1482,29.64,1500,1,1500,dummy
1483,29.66,1500,-1,1500,dummy
1484,29.68,1500,1,1500,dummy
1485,29.7,1500,-1,1500,dummy
1486,29.72,1500,-1,1500,dummy
1487,29.74,1500,1,1500,dummy
1488,29.76,1500,-1,1500,dummy
