index,time,size,direction,overhead,status
189,3.78,1500,-1,0,chopped
190,3.8,1500,-1,1486,chopped_padded
191,3.82,1500,-1,0,chopped
192,3.84,1500,-1,1486,chopped_padded
193,3.86,1500,-1,233,padded
194,3.88,1500,1,1446,padded
195,3.9,1500,1,1446,padded
196,3.92,1500,1,1446,padded
197,3.94,1500,-1,0,chopped
198,3.96,1500,-1,1486,chopped_padded
199,3.98,1500,-1,0,chopped
200,4.0,1500,-1,1486,chopped_padded
201,4.02,1500,-1,0,chopped
202,4.04,1500,-1,1486,chopped_padded
203,4.06,1500,-1,1440,padded
204,4.08,1500,1,1446,padded
205,4.1,1500,1,1446,padded
206,4.12,1500,1,1446,padded
207,4.14,1500,-1,0,chopped
208,4.16,1500,-1,1486,chopped_padded
209,4.18,1500,-1,0,chopped
210,4.2,1500,-1,1486,chopped_padded
211,4.22,1500,-1,0,chopped
212,4.24,1500,-1,1486,chopped_padded
213,4.26,1500,-1,0,chopped
214,4.28,1500,-1,1486,chopped_padded
215,4.3,1500,-1,0,chopped
216,4.32,1500,-1,1486,chopped_padded
217,4.34,1500,-1,0,chopped
218,4.36,1500,-1,1486,chopped_padded
219,4.38,1500,-1,0,chopped
220,4.4,1500,-1,1486,chopped_padded
221,4.42,1500,-1,0,chopped
222,4.44,1500,-1,1486,chopped_padded
223,4.46,1500,1,1446,padded
224,4.48,1500,-1,0,chopped
225,4.5,1500,-1,1486,chopped_padded
226,4.52,1500,-1,0,chopped
227,4.54,1500,-1,1486,chopped_padded
228,4.56,1500,1,1446,padded
229,4.58,1500,-1,0,chopped
230,4.6,1500,-1,1486,chopped_padded
231,4.62,1500,-1,0,chopped
232,4.64,1500,-1,1486,chopped_padded
233,4.66,1500,-1,1433,padded
234,4.68,1500,-1,0,chopped
235,4.7,1500,-1,1486,chopped_padded
236,4.72,1500,-1,0,chopped
237,4.74,1500,-1,1486,chopped_padded
238,4.76,1500,1,1446,padded
239,4.78,1500,1,1446,padded
240,4.8,1500,1,1446,padded
241,4.82,1500,1,1401,padded
242,4.84,1500,1,1401,padded
243,4.86,1500,1,1446,padded
244,4.88,1500,1,1446,padded
245,4.9,1500,-1,0,chopped
246,4.92,1500,-1,1486,chopped_padded
247,4.94,1500,-1,0,chopped
248,4.96,1500,-1,1486,chopped_padded
249,4.98,1500,-1,0,chopped
250,5.0,1500,-1,1486,chopped_padded
251,5.02,1500,-1,0,chopped
252,5.04,1500,-1,1486,chopped_padded
253,5.06,1500,1,1446,padded
254,5.08,1500,1,1446,padded
255,5.1,1500,-1,0,chopped
256,5.12,1500,-1,1486,chopped_padded
257,5.14,1500,-1,0,chopped
258,5.16,1500,-1,1486,chopped_padded
259,5.18,1500,-1,0,chopped
260,5.2,1500,-1,1486,chopped_padded
261,5.22,1500,-1,0,chopped
262,5.24,1500,-1,1486,chopped_padded
263,5.26,1500,-1,0,chopped
264,5.28,1500,-1,1486,chopped_padded
265,5.3,1500,-1,0,chopped
266,5.32,1500,-1,1486,chopped_padded
267,5.34,1500,-1,1440,padded
268,5.36,1500,-1,0,chopped
269,5.38,1500,-1,1486,chopped_padded
270,5.4,1500,-1,0,chopped
271,5.42,1500,-1,1486,chopped_padded
272,5.44,1500,-1,0,chopped
273,5.46,1500,-1,1486,chopped_padded
274,5.48,1500,-1,0,chopped
275,5.5,1500,-1,1486,chopped_padded
276,5.52,1500,-1,0,chopped
277,5.54,1500,-1,1486,chopped_padded
278,5.56,1500,-1,1239,padded
279,5.58,1500,1,1446,padded
280,5.6,1500,1,1009,padded
281,5.62,1500,1,1446,padded
282,5.64,1500,1,1446,padded
283,5.66,1500,1,1009,padded
284,5.68,1500,-1,1440,padded
285,5.7,1500,1,1009,padded
286,5.72,1500,1,1409,padded
287,5.74,1500,1,1409,padded
288,5.76,1500,1,1446,padded
289,5.78,1500,1,1446,padded
290,5.8,1500,1,1446,padded
291,5.82,1500,-1,1440,padded
292,5.84,1500,1,1105,padded
293,5.86,1500,-1,1440,padded
294,5.88,1500,1,1105,padded
295,5.9,1500,-1,1440,padded
296,5.92,1500,-1,1343,padded
297,5.94,1500,-1,1348,padded
298,5.96,1500,-1,1348,padded
299,5.98,1500,1,594,padded
300,6.0,1500,-1,1440,padded
301,6.02,1500,-1,1343,padded
302,6.04,1500,-1,1343,padded
303,6.06,1500,1,1434,padded
304,6.08,1500,1,1446,padded
305,6.1,1500,1,1434,padded
306,6.12,1500,1,1500,dummy
307,6.14,1500,1,1500,dummy
308,6.16,1500,1,1500,dummy
309,6.18,1500,-1,1500,dummy
310,6.2,1500,-1,1500,dummy
311,6.22,1500,1,1500,dummy
312,6.24,1500,1,1500,dummy
313,6.26,1500,1,1500,dummy
314,6.28,1500,1,1500,dummy
315,6.3,1500,-1,1500,dummy
316,6.32,1500,1,1500,dummy
317,6.34,1500,1,1500,dummy
318,6.36,1500,-1,1500,dummy
319,6.38,1500,1,1500,dummy
320,6.4,1500,1,1500,dummy
321,6.42,1500,-1,1500,dummy
322,6.44,1500,1,1500,dummy
323,6.46,1500,1,1500,dummy
324,6.48,1500,1,1500,dummy
325,6.5,1500,1,1500,dummy
326,6.52,1500,1,1500,dummy
327,6.54,1500,1,1500,dummy
328,6.56,1500,-1,1500,dummy
329,6.58,1500,1,1500,dummy
330,6.6,1500,1,1500,dummy
331,6.62,1500,-1,1500,dummy
332,6.64,1500,-1,1500,dummy
333,6.66,1500,-1,1500,dummy
334,6.68,1500,1,1500,dummy
335,6.7,1500,-1,1500,dummy
336,6.72,1500,-1,1500,dummy
337,6.74,1500,1,1500,dummy
338,6.76,1500,-1,1500,dummy
339,6.78,1500,-1,1500,dummy
340,6.8,1500,1,1500,dummy
341,6.82,1500,-1,1500,dummy
342,6.84,1500,1,1500,dummy
343,6.86,1500,-1,1500,dummy
344,6.88,1500,-1,1500,dummy
345,6.9,1500,-1,1500,dummy
346,6.92,1500,1,1500,dummy
347,6.94,1500,1,1500,dummy
348,6.96,1500,1,1500,dummy
349,6.98,1500,-1,1500,dummy
350,7.0,1500,-1,1500,dummy
351,7.02,1500,-1,1500,dummy
352,7.04,1500,-1,1500,dummy
353,7.06,1500,-1,1500,dummy
354,7.08,1500,-1,1500,dummy
355,7.1,1500,-1,1500,dummy
356,7.12,1500,1,1500,dummy
357,7.14,1500,-1,1500,dummy
358,7.16,1500,-1,1500,dummy
359,7.18,1500,-1,1500,dummy
360,7.2,1500,1,1500,dummy
361,7.22,1500,1,1500,dummy
362,7.24,1500,-1,1500,dummy
363,7.26,1500,1,1500,dummy
364,7.28,1500,1,1500,dummy
365,7.3,1500,-1,1500,dummy
366,7.32,1500,-1,1500,dummy
367,7.34,1500,1,1500,dummy
368,7.36,1500,-1,1500,dummy
369,7.38,1500,1,1500,dummy
370,7.4,1500,1,1500,dummy
371,7.42,1500,1,1500,dummy
372,7.44,1500,1,1500,dummy
373,7.46,1500,1,1500,dummy
374,7.48,1500,1,1500,dummy
375,7.5,1500,-1,1500,dummy
376,7.52,1500,-1,1500,dummy
377,7.54,1500,1,1500,dummy
378,7.56,1500,-1,1500,dummy
379,7.58,1500,1,1500,dummy
380,7.6,1500,1,1500,dummy
381,7.62,1500,1,1500,dummy
382,7.64,1500,1,1500,dummy
383,7.66,1500,-1,1500,dummy
384,7.68,1500,1,1500,dummy
385,7.7,1500,-1,1500,dummy
386,7.72,1500,1,1500,dummy
387,7.74,1500,1,1500,dummy
388,7.76,1500,-1,1500,dummy
389,7.78,1500,1,1500,dummy
390,7.8,1500,1,1500,dummy
391,7.82,1500,-1,1500,dummy
392,7.84,1500,1,1500,dummy
393,7.86,1500,-1,1500,dummy
394,7.88,1500,-1,1500,dummy
395,7.9,1500,-1,1500,dummy
396,7.92,1500,1,1500,dummy
397,7.94,1500,-1,1500,dummy
398,7.96,1500,1,1500,dummy
399,7.98,1500,1,1500,dummy
400,8.0,1500,1,1500,dummy
401,8.02,1500,-1,1500,dummy
402,8.04,1500,-1,1500,dummy
403,8.06,1500,1,1500,dummy
404,8.08,1500,1,1500,dummy
405,8.1,1500,1,1500,dummy
406,8.12,1500,-1,1500,dummy
407,8.14,1500,-1,1500,dummy
408,8.16,1500,-1,1500,dummy
409,8.18,1500,-1,1500,dummy
410,8.2,1500,1,1500,dummy
411,8.22,1500,-1,1500,dummy
412,8.24,1500,-1,1500,dummy
413,8.26,1500,-1,1500,dummy
414,8.28,1500,1,1500,dummy
415,8.3,1500,1,1500,dummy
416,8.32,1500,1,1500,dummy
417,8.34,1500,1,1500,dummy
418,8.36,1500,1,1500,dummy
419,8.38,1500,1,1500,dummy
420,8.4,1500,-1,1500,dummy
421,8.42,1500,1,1500,dummy
422,8.44,1500,1,1500,dummy
423,8.46,1500,-1,1500,dummy
424,8.48,1500,-1,1500,dummy
425,8.5,1500,1,1500,dummy
426,8.52,1500,1,1500,dummy
427,8.54,1500,1,1500,dummy
428,8.56,1500,-1,1500,dummy
429,8.58,1500,1,1500,dummy
430,8.6,1500,1,1500,dummy
431,8.62,1500,-1,1500,dummy
432,8.64,1500,1,1500,dummy
433,8.66,1500,-1,1500,dummy
434,8.68,1500,1,1500,dummy
435,8.7,1500,-1,1500,dummy
436,8.72,1500,1,1500,dummy
437,8.74,1500,1,1500,dummy
438,8.76,1500,-1,1500,dummy
439,8.78,1500,1,1500,dummy
440,8.8,1500,1,1500,dummy
441,8.82,1500,-1,1500,dummy
442,8.84,1500,-1,1500,dummy
443,8.86,1500,1,1500,dummy
444,8.88,1500,-1,1500,dummy
445,8.9,1500,1,1500,dummy
446,8.92,1500,-1,1500,dummy
447,8.94,1500,1,1500,dummy
448,8.96,1500,1,1500,dummy
449,8.98,1500,1,1500,dummy
450,9.0,1500,1,1500,dummy
451,9.02,1500,-1,1500,dummy
452,9.04,1500,-1,1500,dummy
453,9.06,1500,-1,1500,dummy
454,9.08,1500,1,1500,dummy
455,9.1,1500,-1,1500,dummy
456,9.12,1500,1,1500,dummy
457,9.14,1500,1,1500,dummy
458,9.16,1500,1,1500,dummy
459,9.18,1500,-1,1500,dummy
460,9.2,1500,-1,1500,dummy
461,9.22,1500,-1,1500,dummy
462,9.24,1500,1,1500,dummy
463,9.26,1500,1,1500,dummy
464,9.28,1500,1,1500,dummy
465,9.3,1500,-1,1500,dummy
466,9.32,1500,1,1500,dummy
467,9.34,1500,1,1500,dummy
468,9.36,1500,1,1500,dummy
469,9.38,1500,-1,1500,dummy
470,9.4,1500,1,1500,dummy
471,9.42,1500,1,1500,dummy
472,9.44,1500,1,1500,dummy
473,9.46,1500,1,1500,dummy
474,9.48,1500,1,1500,dummy
475,9.5,1500,-1,1500,dummy
476,9.52,1500,1,1500,dummy
477,9.54,1500,1,1500,dummy
478,9.56,1500,1,1500,dummy
479,9.58,1500,-1,1500,dummy
480,9.6,1500,1,1500,dummy
481,9.62,1500,1,1500,dummy
482,9.64,1500,1,1500,dummy
483,9.66,1500,1,1500,dummy
484,9.68,1500,-1,1500,dummy
485,9.7,1500,-1,1500,dummy
486,9.72,1500,-1,1500,dummy
487,9.74,1500,-1,1500,dummy
488,9.76,1500,1,1500,dummy
489,9.78,1500,-1,1500,dummy
490,9.8,1500,1,1500,dummy
491,9.82,1500,-1,1500,dummy
492,9.84,1500,1,1500,dummy
493,9.86,1500,1,1500,dummy
494,9.88,1500,-1,1500,dummy
495,9.9,1500,1,1500,dummy
496,9.92,1500,1,1500,dummy
497,9.94,1500,-1,1500,dummy
498,9.96,1500,-1,1500,dummy
499,9.98,1500,1,1500,dummy
500,10.0,1500,-1,1500,dummy
501,10.02,1500,-1,1500,dummy
502,10.04,1500,-1,1500,dummy
503,10.06,1500,-1,1500,dummy
504,10.08,1500,1,1500,dummy
505,10.1,1500,-1,1500,dummy
506,10.12,1500,1,1500,dummy
507,10.14,1500,-1,1500,dummy
508,10.16,1500,-1,1500,dummy
509,10.18,1500,1,1500,dummy
510,10.2,1500,1,1500,dummy
511,10.22,1500,1,1500,dummy
512,10.24,1500,-1,1500,dummy
513,10.26,1500,-1,1500,dummy
514,10.28,1500,-1,1500,dummy
515,10.3,1500,1,1500,dummy
516,10.32,1500,1,1500,dummy
517,10.34,1500,1,1500,dummy
518,10.36,1500,1,1500,dummy
519,10.38,1500,1,1500,dummy
520,10.4,1500,-1,1500,dummy
521,10.42,1500,1,1500,dummy
522,10.44,1500,-1,1500,dummy
523,10.46,1500,1,1500,dummy
524,10.48,1500,1,1500,dummy
525,10.5,1500,-1,1500,dummy
526,10.52,1500,-1,1500,dummy
527,10.54,1500,-1,1500,dummy
528,10.56,1500,-1,1500,dummy
529,10.58,1500,1,1500,dummy
530,10.6,1500,-1,1500,dummy
531,10.62,1500,1,1500,dummy
532,10.64,1500,1,1500,dummy
533,10.66,1500,-1,1500,dummy
534,10.68,1500,-1,1500,dummy
535,10.7,1500,-1,1500,dummy
536,10.72,1500,-1,1500,dummy
537,10.74,1500,-1,1500,dummy
538,10.76,1500,1,1500,dummy
539,10.78,1500,1,1500,dummy
540,10.8,1500,1,1500,dummy
541,10.82,1500,1,1500,dummy
542,10.84,1500,1,1500,dummy
543,10.86,1500,-1,1500,dummy
544,10.88,1500,1,1500,dummy
545,10.9,1500,-1,1500,dummy
546,10.92,1500,-1,1500,dummy
547,10.94,1500,1,1500,dummy
548,10.96,1500,1,1500,dummy
549,10.98,1500,1,1500,dummy
550,11.0,1500,-1,1500,dummy
551,11.02,1500,-1,1500,dummy
552,11.04,1500,-1,1500,dummy
553,11.06,1500,1,1500,dummy
554,11.08,1500,1,1500,dummy
555,11.1,1500,1,1500,dummy
556,11.12,1500,1,1500,dummy
557,11.14,1500,-1,1500,dummy
558,11.16,1500,-1,1500,dummy
559,11.18,1500,-1,1500,dummy
560,11.2,1500,-1,1500,dummy
561,11.22,1500,-1,1500,dummy
562,11.24,1500,-1,1500,dummy
563,11.26,1500,1,1500,dummy
564,11.28,1500,-1,1500,dummy
565,11.3,1500,1,1500,dummy
566,11.32,1500,1,1500,dummy
567,11.34,1500,-1,1500,dummy
568,11.36,1500,-1,1500,dummy
569,11.38,1500,1,1500,dummy
570,11.4,1500,-1,1500,dummy
571,11.42,1500,-1,1500,dummy
572,11.44,1500,-1,1500,dummy
573,11.46,1500,-1,1500,dummy
574,11.48,1500,-1,1500,dummy
575,11.5,1500,1,1500,dummy
576,11.52,1500,-1,1500,dummy
577,11.54,1500,-1,1500,dummy
578,11.56,1500,-1,1500,dummy
579,11.58,1500,1,1500,dummy
580,11.6,1500,-1,1500,dummy
581,11.62,1500,-1,1500,dummy
582,11.64,1500,1,1500,dummy
583,11.66,1500,-1,1500,dummy
584,11.68,1500,1,1500,dummy
585,11.7,1500,-1,1500,dummy
586,11.72,1500,1,1500,dummy
587,11.74,1500,1,1500,dummy
588,11.76,1500,1,1500,dummy
589,11.78,1500,1,1500,dummy
590,11.8,1500,1,1500,dummy
591,11.82,1500,1,1500,dummy
592,11.84,1500,-1,1500,dummy
593,11.86,1500,-1,1500,dummy
594,11.88,1500,-1,1500,dummy
595,11.9,1500,1,1500,dummy
596,11.92,1500,-1,1500,dummy
597,11.94,1500,-1,1500,dummy
598,11.96,1500,-1,1500,dummy
599,11.98,1500,1,1500,dummy
600,12.0,1500,1,1500,dummy
601,12.02,1500,1,1500,dummy
602,12.04,1500,1,1500,dummy
603,12.06,1500,-1,1500,dummy
604,12.08,1500,-1,1500,dummy
605,12.1,1500,-1,1500,dummy
606,12.12,1500,1,1500,dummy
607,12.14,1500,-1,1500,dummy
608,12.16,1500,1,1500,dummy
609,12.18,1500,-1,1500,dummy
610,12.2,1500,1,1500,dummy
611,12.22,1500,-1,1500,dummy
612,12.24,1500,-1,1500,dummy
613,12.26,1500,1,1500,dummy
614,12.28,1500,1,1500,dummy
615,12.3,1500,1,1500,dummy
616,12.32,1500,1,1500,dummy
617,12.34,1500,-1,1500,dummy
618,12.36,1500,-1,1500,dummy
619,12.38,1500,-1,1500,dummy
620,12.4,1500,-1,1500,dummy
621,12.42,1500,1,1500,dummy
622,12.44,1500,1,1500,dummy
623,12.46,1500,1,1500,dummy
624,12.48,1500,-1,1500,dummy
625,12.5,1500,1,1500,dummy
626,12.52,1500,-1,1500,dummy
627,12.54,1500,-1,1500,dummy
628,12.56,1500,1,1500,dummy
629,12.58,1500,1,1500,dummy
630,12.6,1500,-1,1500,dummy
631,12.62,1500,1,1500,dummy
632,12.64,1500,-1,1500,dummy
633,12.66,1500,-1,1500,dummy
634,12.68,1500,1,1500,dummy
635,12.7,1500,-1,1500,dummy
636,12.72,1500,-1,1500,dummy
637,12.74,1500,1,1500,dummy
638,12.76,1500,-1,1500,dummy
639,12.78,1500,1,1500,dummy
640,12.8,1500,1,1500,dummy
641,12.82,1500,-1,1500,dummy
642,12.84,1500,1,1500,dummy
643,12.86,1500,1,1500,dummy
644,12.88,1500,-1,1500,dummy
645,12.9,1500,-1,1500,dummy
646,12.92,1500,1,1500,dummy
647,12.94,1500,1,1500,dummy
648,12.96,1500,-1,1500,dummy
649,12.98,1500,-1,1500,dummy
650,13.0,1500,-1,1500,dummy
651,13.02,1500,-1,1500,dummy
652,13.04,1500,1,1500,dummy
653,13.06,1500,-1,1500,dummy
654,13.08,1500,1,1500,dummy
655,13.1,1500,-1,1500,dummy
656,13.12,1500,-1,1500,dummy
657,13.14,1500,-1,1500,dummy
658,13.16,1500,-1,1500,dummy
659,13.18,1500,1,1500,dummy
660,13.2,1500,-1,1500,dummy
661,13.22,1500,1,1500,dummy
662,13.24,1500,1,1500,dummy
663,13.26,1500,-1,1500,dummy
664,13.28,1500,1,1500,dummy
665,13.3,1500,1,1500,dummy
666,13.32,1500,1,1500,dummy
667,13.34,1500,-1,1500,dummy
668,13.36,1500,-1,1500,dummy
669,13.38,1500,1,1500,dummy
670,13.4,1500,-1,1500,dummy
671,13.42,1500,1,1500,dummy
672,13.44,1500,1,1500,dummy
673,13.46,1500,-1,1500,dummy
674,13.48,1500,1,1500,dummy
675,13.5,1500,-1,1500,dummy
676,13.52,1500,1,1500,dummy
677,13.54,1500,1,1500,dummy
678,13.56,1500,1,1500,dummy
679,13.58,1500,1,1500,dummy
680,13.6,1500,1,1500,dummy
681,13.62,1500,1,1500,dummy
682,13.64,1500,-1,1500,dummy
683,13.66,1500,1,1500,dummy
684,13.68,1500,-1,1500,dummy
685,13.7,1500,-1,1500,dummy
686,13.72,1500,-1,1500,dummy
687,13.74,1500,1,1500,dummy
688,13.76,1500,-1,1500,dummy
689,13.78,1500,1,1500,dummy
690,13.8,1500,-1,1500,dummy
691,13.82,1500,-1,1500,dummy
692,13.84,1500,1,1500,dummy
693,13.86,1500,1,1500,dummy
694,13.88,1500,-1,1500,dummy
695,13.9,1500,1,1500,dummy
696,13.92,1500,-1,1500,dummy
697,13.94,1500,-1,1500,dummy
698,13.96,1500,-1,1500,dummy
699,13.98,1500,1,1500,dummy
700,14.0,1500,-1,1500,dummy
701,14.02,1500,-1,1500,dummy
702,14.04,1500,-1,1500,dummy
703,14.06,1500,1,1500,dummy
704,14.08,1500,1,1500,dummy
705,14.1,1500,1,1500,dummy
706,14.12,1500,-1,1500,dummy
707,14.14,1500,-1,1500,dummy
708,14.16,1500,-1,1500,dummy
709,14.18,1500,-1,1500,dummy
710,14.2,1500,1,1500,dummy
711,14.22,1500,-1,1500,dummy
712,14.24,1500,-1,1500,dummy
713,14.26,1500,1,1500,dummy
714,14.28,1500,1,1500,dummy
715,14.3,1500,-1,1500,dummy
716,14.32,1500,1,1500,dummy
717,14.34,1500,1,1500,dummy
718,14.36,1500,-1,1500,dummy
719,14.38,1500,1,1500,dummy
720,14.4,1500,1,1500,dummy
721,14.42,1500,-1,1500,dummy
722,14.44,1500,1,1500,dummy
723,14.46,1500,-1,1500,dummy
724,14.48,1500,1,1500,dummy
725,14.5,1500,1,1500,dummy
726,14.52,1500,1,1500,dummy
727,14.54,1500,1,1500,dummy
728,14.56,1500,-1,1500,dummy
729,14.58,1500,-1,1500,dummy
730,14.6,1500,1,1500,dummy
731,14.62,1500,-1,1500,dummy
732,14.64,1500,-1,1500,dummy
733,14.66,1500,-1,1500,dummy
734,14.68,1500,-1,1500,dummy
735,14.7,1500,-1,1500,dummy
736,14.72,1500,1,1500,dummy
737,14.74,1500,-1,1500,dummy
738,14.76,1500,1,1500,dummy
739,14.78,1500,1,1500,dummy
740,14.8,1500,1,1500,dummy
741,14.82,1500,-1,1500,dummy
742,14.84,1500,1,1500,dummy
743,14.86,1500,1,1500,dummy
744,14.88,1500,1,1500,dummy
745,14.9,1500,-1,1500,dummy
746,14.92,1500,-1,1500,dummy
747,14.94,1500,1,1500,dummy
748,14.96,1500,-1,1500,dummy
749,14.98,1500,1,1500,dummy
750,15.0,1500,-1,1500,dummy
751,15.02,1500,-1,1500,dummy
752,15.04,1500,1,1500,dummy
753,15.06,1500,-1,1500,dummy
754,15.08,1500,1,1500,dummy
755,15.1,1500,1,1500,dummy
756,15.12,1500,-1,1500,dummy
757,15.14,1500,1,1500,dummy
758,15.16,1500,-1,1500,dummy
